geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW103,Shunyi,2,3,8,4,14,5,88,13.7254902,4.672897196
GLW144,Shunyi,2,3,36,5,14,5,88,13.7254902,4.672897196
GLW61,Shunyi,1,2,9,6,19,5,83,18.62745098,4.672897196
GLW1,SJZ,2,2,17,1,6,5,96,5.882352941,4.672897196
GLW24,Shunyi,2,1,27,6,13,7,130,9.090909091,4.666666667
GLW78,Shunyi,2,2,34,2,7,7,136,4.895104895,4.666666667
GLW30,Hainan,1,1,15,2,13,4,69,15.85365854,4.651162791
GLW30,Hainan,1,1,15,6,9,2,32,21.95121951,4.651162791
GLW37,Hainan,2,1,37,1,3,2,38,NA,4.651162791
GLW63,Hainan,1,1,26,4,13,4,69,15.85365854,4.651162791
GLW130,Jinan,1,3,24,1,9,2,32,21.95121951,4.651162791
GLW145,Jinan,1,3,33,2,4,2,37,9.756097561,4.651162791
GLW148,Jinan,2,3,24,3,22,6,101,NA,4.651162791
GLW20,Jinan,2,1,20,1,2,2,39,4.87804878,4.651162791
GLW21,Jinan,2,1,21,2,6,2,35,14.63414634,4.651162791
GLW52,Jinan,1,2,2,5,7,4,75,8.536585366,4.651162791
GLW70,Jinan,2,2,23,2,7,2,34,17.07317073,4.651162791
GLW70,Jinan,2,2,23,6,14,4,68,17.07317073,4.651162791
GLW10,Shunyi,2,1,15,5,23,8,141,14.02439024,4.651162791
GLW100,Shunyi,1,2,39,3,8,4,74,9.756097561,4.651162791
GLW115,Shunyi,1,3,6,1,9,4,73,10.97560976,4.651162791
GLW23,Shunyi,1,1,18,8,6,2,35,14.63414634,4.651162791
GLW26,Shunyi,2,1,29,11,13,4,69,15.85365854,4.651162791
GLW32,Shunyi,2,1,35,11,23,6,100,18.69918699,4.651162791
GLW6,Shunyi,2,1,12,6,5,2,36,12.19512195,4.651162791
GLW61,Shunyi,1,2,9,8,16,4,66,19.51219512,4.651162791
GLW65,Shunyi,2,2,24,3,16,6,107,13.00813008,4.651162791
GLW104,SJZ,1,2,43,2,3,2,38,7.317073171,4.651162791
GLW145,SJZ,1,3,29,3,3,2,38,7.317073171,4.651162791
GLW33,SJZ,1,1,29,1,10,4,72,12.19512195,4.651162791
GLW68,SJZ,1,2,15,7,10,2,31,24.3902439,4.651162791
GLW7,SJZ,2,1,13,12,8,2,33,19.51219512,4.651162791
GLW77,SJZ,2,2,24,3,4,2,37,9.756097561,4.651162791
GLW94,SJZ,2,2,33,3,3,2,38,7.317073171,4.651162791
GLW12,Shunyi,1,1,9,5,25,7,119,17.36111111,4.635761589
GLW63,Hainan,2,1,32,1,11,5,92,10.67961165,4.62962963
GLW10,Jinan,2,1,13,4,22,5,81,21.3592233,4.62962963
GLW77,Jinan,2,2,27,6,18,5,85,17.47572816,4.62962963
GLW25,Shunyi,2,2,12,3,12,5,91,11.65048544,4.62962963
GLW42,Hainan,2,2,23,3,8,3,54,12.90322581,4.615384615
GLW68,Jinan,1,2,16,4,6,3,56,9.677419355,4.615384615
GLW101,Shunyi,1,2,40,3,9,6,115,7.258064516,4.615384615
GLW14,Shunyi,2,1,18,1,4,3,58,6.451612903,4.615384615
GLW159,Shunyi,2,1,6,10,18,6,106,14.51612903,4.615384615
GLW23,Shunyi,1,1,18,6,9,3,53,14.51612903,4.615384615
GLW23,Shunyi,1,1,18,7,9,3,53,14.51612903,4.615384615
GLW27,Shunyi,2,1,30,3,23,6,101,18.5483871,4.615384615
GLW61,Shunyi,2,2,20,7,11,3,51,17.74193548,4.615384615
GLW64,Shunyi,2,2,23,4,12,3,50,19.35483871,4.615384615
GLW119,SJZ,1,3,10,6,8,3,54,12.90322581,4.615384615
GLW146,SJZ,1,3,30,7,15,3,47,24.19354839,4.615384615
GLW16,SJZ,1,1,14,9,19,3,43,NA,4.615384615
GLW36,Hainan,1,2,23,8,23,4,60,NA,4.597701149
GLW34,Jinan,2,1,33,2,12,4,71,14.45783133,4.597701149
GLW135,Shunyi,1,3,21,4,19,8,147,11.44578313,4.597701149
GLW145,Shunyi,1,3,27,3,18,8,148,10.84337349,4.597701149
GLW127,SJZ,2,3,10,1,12,4,71,NA,4.597701149
GLW30,Shunyi,2,1,33,3,41,9,146,21.92513369,4.591836735
GLW38,Shunyi,2,1,41,6,15,6,110,12,4.580152672
GLW45,Shunyi,2,2,7,6,8,6,117,6.4,4.580152672
GLW87,Hainan,2,2,27,5,17,7,129,11.64383562,4.575163399
GLW117,Hainan,1,2,7,6,17,3,46,NA,4.545454545
GLW140,Hainan,2,3,13,1,22,7,125,14.96598639,4.545454545
GLW148,Hainan,2,2,24,2,17,4,67,20.23809524,4.545454545
GLW17,Hainan,2,3,23,2,8,2,34,19.04761905,4.545454545
GLW27,Hainan,2,1,27,1,11,5,94,10.47619048,4.545454545
GLW28,Hainan,2,1,15,1,8,2,34,19.04761905,4.545454545
GLW58,Hainan,2,2,16,1,3,2,39,7.142857143,4.545454545
GLW73,Hainan,1,2,33,4,9,2,33,21.42857143,4.545454545
GLW91,Hainan,1,3,19,2,7,3,56,11.11111111,4.545454545
GLW1,Jinan,2,2,22,6,9,5,96,8.571428571,4.545454545
GLW124,Jinan,2,3,9,5,6,3,57,9.523809524,4.545454545
GLW136,Jinan,1,3,28,3,5,2,37,11.9047619,4.545454545
GLW37,Jinan,1,1,33,3,11,3,52,17.46031746,4.545454545
GLW39,Jinan,2,1,37,5,5,3,58,7.936507937,4.545454545
GLW40,Jinan,1,1,36,1,3,2,39,7.142857143,4.545454545
GLW59,Jinan,1,2,8,8,6,5,99,5.714285714,4.545454545
GLW60,Jinan,1,2,9,1,5,2,37,11.9047619,4.545454545
GLW124,Shunyi,1,3,13,5,7,2,35,16.66666667,4.545454545
GLW148,Shunyi,2,3,40,3,31,11,200,13.41991342,4.545454545
GLW154,Shunyi,1,3,34,3,6,2,36,14.28571429,4.545454545
GLW25,Shunyi,2,3,12,9,16,4,68,19.04761905,4.545454545
GLW26,Shunyi,1,1,21,3,4,3,59,6.349206349,4.545454545
GLW38,Shunyi,1,1,33,3,30,7,117,20.40816327,4.545454545
GLW55,Shunyi,1,2,5,2,21,6,105,16.66666667,4.545454545
GLW55,Shunyi,2,2,16,1,3,3,60,4.761904762,4.545454545
GLW56,Shunyi,1,2,6,1,4,3,59,6.349206349,4.545454545
GLW62,Shunyi,1,2,10,2,7,3,56,11.11111111,4.545454545
GLW72,Shunyi,2,2,30,2,5,2,37,11.9047619,4.545454545
GLW75,Shunyi,1,2,20,2,29,13,244,10.62271062,4.545454545
GLW1,SJZ,2,3,17,7,17,5,88,16.19047619,4.545454545
GLW103,SJZ,2,2,37,3,7,2,35,16.66666667,4.545454545
GLW108,SJZ,1,3,3,1,11,5,94,10.47619048,4.545454545
GLW108,SJZ,1,3,3,7,13,3,50,20.63492063,4.545454545
GLW128,SJZ,2,3,11,1,2,2,40,NA,4.545454545
GLW131,SJZ,2,3,12,6,9,2,33,21.42857143,4.545454545
GLW131,SJZ,2,3,12,7,10,2,32,NA,4.545454545
GLW135,SJZ,1,3,22,3,7,2,35,16.66666667,4.545454545
GLW157,SJZ,1,3,39,8,9,2,33,NA,4.545454545
GLW25,SJZ,1,2,16,2,8,3,55,12.6984127,4.545454545
GLW25,SJZ,2,1,8,7,16,4,68,19.04761905,4.545454545
GLW30,SJZ,2,1,31,1,3,2,39,7.142857143,4.545454545
GLW39,SJZ,1,1,35,3,8,2,34,NA,4.545454545
GLW55,SJZ,1,2,4,4,6,3,57,9.523809524,4.545454545
GLW55,SJZ,2,2,7,2,3,2,39,7.142857143,4.545454545
GLW63,SJZ,1,2,11,1,7,3,56,11.11111111,4.545454545
GLW67,SJZ,2,2,16,3,6,2,36,14.28571429,4.545454545
GLW1,Jinan,2,1,25,10,12,9,178,6.315789474,4.522613065
GLW28,Shunyi,2,1,31,10,31,7,117,20.94594595,4.516129032
GLW84,Shunyi,2,2,38,9,32,7,116,21.62162162,4.516129032
GLW36,Jinan,2,1,35,5,24,6,103,18.8976378,4.511278195
GLW21,Hainan,2,2,15,3,10,5,96,9.433962264,4.504504505
GLW30,Jinan,2,1,30,9,18,5,88,16.98113208,4.504504505
GLW118,Shunyi,2,3,19,4,18,5,88,16.98113208,4.504504505
GLW157,Shunyi,2,1,4,2,9,5,97,8.490566038,4.504504505
GLW49,Shunyi,1,1,41,4,10,5,96,9.433962264,4.504504505
GLW62,Shunyi,1,2,10,6,14,5,92,13.20754717,4.504504505
GLW16,SJZ,1,1,14,3,9,5,97,8.490566038,4.504504505
GLW34,Hainan,1,1,16,3,20,4,65,23.52941176,4.494382022
GLW31,Jinan,1,1,27,4,9,4,76,10.58823529,4.494382022
GLW119,Shunyi,2,3,20,2,20,8,150,11.76470588,4.494382022
GLW32,Shunyi,1,1,27,3,12,4,73,14.11764706,4.494382022
GLW108,SJZ,1,3,3,6,16,4,69,18.82352941,4.494382022
GLW156,SJZ,2,1,3,2,18,4,67,21.17647059,4.494382022
GLW12,Shunyi,2,1,16,3,22,7,127,14.76510067,4.487179487
GLW130,Hainan,1,3,3,3,8,3,56,12.5,4.47761194
GLW30,Hainan,1,1,15,1,9,3,55,14.0625,4.47761194
GLW37,Jinan,1,1,33,4,11,3,53,17.1875,4.47761194
GLW70,Jinan,2,2,23,5,7,3,57,10.9375,4.47761194
GLW77,Jinan,1,2,21,4,6,3,58,9.375,4.47761194
GLW130,Shunyi,1,3,17,2,4,3,60,6.25,4.47761194
GLW93,Shunyi,1,2,34,7,14,3,50,21.875,4.47761194
GLW139,SJZ,1,3,24,2,9,3,55,14.0625,4.47761194
GLW53,SJZ,1,2,3,9,9,3,55,14.0625,4.47761194
GLW76,SJZ,2,2,23,1,11,3,53,NA,4.47761194
GLW86,SJZ,1,2,26,2,8,3,56,12.5,4.47761194
GLW118,Shunyi,2,3,19,3,29,8,142,16.95906433,4.469273743
GLW75,Hainan,2,3,16,2,11,5,96,10.28037383,4.464285714
GLW10,Jinan,1,1,9,8,16,5,91,14.95327103,4.464285714
GLW113,Jinan,2,3,3,9,20,5,87,18.69158879,4.464285714
GLW36,Jinan,1,1,32,2,17,5,90,15.88785047,4.464285714
GLW150,SJZ,2,3,23,2,5,5,102,4.672897196,4.464285714
GLW101,Hainan,2,1,21,5,6,2,37,13.95348837,4.444444444
GLW25,Hainan,2,2,17,4,6,2,37,13.95348837,4.444444444
GLW27,Hainan,2,1,27,2,5,2,38,11.62790698,4.444444444
GLW76,Hainan,1,1,32,1,6,4,80,6.976744186,4.444444444
GLW103,Jinan,1,3,4,3,3,2,40,6.976744186,4.444444444
GLW136,Jinan,1,3,28,2,10,2,33,23.25581395,4.444444444
GLW139,Jinan,2,3,16,1,22,4,64,NA,4.444444444
GLW45,Jinan,2,2,5,3,3,2,40,6.976744186,4.444444444
GLW55,Jinan,2,2,14,2,3,2,40,6.976744186,4.444444444
GLW108,Shunyi,2,3,13,4,34,8,138,19.76744186,4.444444444
GLW113,Shunyi,1,3,4,4,4,2,39,9.302325581,4.444444444
GLW132,Shunyi,1,3,19,3,17,6,112,13.17829457,4.444444444
GLW146,Shunyi,1,3,28,6,18,6,111,13.95348837,4.444444444
GLW25,Shunyi,2,2,12,5,6,2,37,13.95348837,4.444444444
GLW26,Shunyi,1,1,21,9,7,2,36,16.27906977,4.444444444
GLW32,Shunyi,1,1,27,9,20,4,66,23.25581395,4.444444444
GLW71,Shunyi,2,2,29,1,5,2,38,11.62790698,4.444444444
GLW72,Shunyi,1,2,18,8,6,2,37,13.95348837,4.444444444
GLW99,Shunyi,1,2,38,4,6,2,37,13.95348837,4.444444444
GLW100,SJZ,2,2,36,3,12,4,74,13.95348837,4.444444444
GLW125,SJZ,2,3,8,8,20,4,66,23.25581395,4.444444444
GLW150,SJZ,1,3,34,7,8,4,78,9.302325581,4.444444444
GLW20,SJZ,2,1,22,6,6,2,37,NA,4.444444444
GLW21,SJZ,1,1,18,9,9,2,34,NA,4.444444444
GLW22,SJZ,1,1,19,1,1,2,42,2.325581395,4.444444444
GLW25,SJZ,2,3,1,7,16,4,70,18.60465116,4.444444444
GLW33,SJZ,2,1,34,1,5,2,38,11.62790698,4.444444444
GLW42,SJZ,1,1,38,2,6,2,37,13.95348837,4.444444444
GLW43,SJZ,1,1,39,6,4,2,39,9.302325581,4.444444444
GLW45,SJZ,1,1,41,3,3,2,40,6.976744186,4.444444444
GLW52,SJZ,1,2,2,1,4,2,39,9.302325581,4.444444444
GLW64,SJZ,1,2,12,2,12,4,74,13.95348837,4.444444444
GLW77,Jinan,2,2,27,11,19,7,132,12.58278146,4.430379747
GLW108,Hainan,2,1,14,3,18,5,90,16.66666667,4.424778761
GLW71,Hainan,1,2,32,6,22,5,86,20.37037037,4.424778761
GLW8,Hainan,1,1,33,2,28,5,80,25.92592593,4.424778761
GLW38,Shunyi,1,1,33,7,28,5,80,25.92592593,4.424778761
GLW102,Hainan,1,1,2,2,16,3,49,NA,4.411764706
GLW131,Hainan,2,1,4,1,6,3,59,9.230769231,4.411764706
GLW36,Hainan,2,2,22,6,18,3,47,27.69230769,4.411764706
GLW141,Jinan,2,3,18,3,8,3,57,12.30769231,4.411764706
GLW145,Jinan,1,3,33,4,8,3,57,12.30769231,4.411764706
GLW146,Jinan,1,3,34,2,11,3,54,16.92307692,4.411764706
GLW157,Jinan,2,1,3,2,3,3,62,4.615384615,4.411764706
GLW83,Jinan,2,2,30,5,6,3,59,9.230769231,4.411764706
GLW87,Jinan,2,2,33,2,9,3,56,13.84615385,4.411764706
GLW1,Shunyi,1,2,1,3,13,6,117,10,4.411764706
GLW128,Shunyi,2,3,28,5,7,3,58,10.76923077,4.411764706
GLW140,Shunyi,1,3,22,1,6,3,59,9.230769231,4.411764706
GLW143,Shunyi,2,3,35,2,8,3,57,12.30769231,4.411764706
GLW38,Shunyi,2,1,41,9,10,3,55,15.38461538,4.411764706
GLW42,Shunyi,1,1,36,2,11,6,119,8.461538462,4.411764706
GLW15,Jinan,1,1,12,7,7,4,80,8.045977011,4.395604396
GLW47,Jinan,2,2,7,7,19,4,68,21.83908046,4.395604396
GLW100,Shunyi,1,2,39,9,16,4,71,18.3908046,4.395604396
GLW37,Shunyi,1,1,32,4,14,4,73,16.09195402,4.395604396
GLW132,Hainan,1,2,11,6,21,5,88,19.26605505,4.385964912
GLW25,Hainan,1,2,20,5,17,5,92,15.59633028,4.385964912
GLW152,Jinan,2,1,1,11,25,10,193,11.46788991,4.385964912
GLW47,SJZ,2,1,44,2,8,5,101,7.339449541,4.385964912
GLW28,Shunyi,2,1,31,8,35,8,140,20,4.371584699
GLW127,Hainan,2,2,13,1,37,9,160,18.78172589,4.368932039
GLW117,Hainan,1,2,7,2,10,3,56,15.15151515,4.347826087
GLW144,Hainan,1,3,6,4,16,3,50,NA,4.347826087
GLW31,Hainan,1,3,12,2,11,3,55,16.66666667,4.347826087
GLW34,Hainan,2,1,30,2,12,2,32,NA,4.347826087
GLW119,Jinan,2,3,6,5,13,4,75,14.77272727,4.347826087
GLW121,Jinan,1,3,18,5,11,4,77,12.5,4.347826087
GLW135,Jinan,1,3,27,3,14,3,52,21.21212121,4.347826087
GLW143,Jinan,1,3,31,5,11,3,55,16.66666667,4.347826087
GLW15,Jinan,1,1,12,8,12,5,98,10.90909091,4.347826087
GLW28,Jinan,2,1,28,2,13,4,75,14.77272727,4.347826087
GLW102,Shunyi,2,3,7,2,2,1,20,9.090909091,4.347826087
GLW119,Shunyi,2,3,20,5,26,8,150,14.77272727,4.347826087
GLW125,Shunyi,1,3,14,5,12,3,54,18.18181818,4.347826087
